userID,itemID,rating,timestamp
71,5294,4,1616817257509
25,3219,4,1616817257509
64,3804,2,1616817257509
8,3364,3,1616817257509
40,8060,4,1616817257509
28,9245,3,1616817257509
36,3467,4,1616817257509
41,9042,4,1616817257509
71,3639,5,1616817257509
25,4756,1,1616817257509
66,11,5,1616817257509
70,4169,3,1616817257509
27,3318,4,1616817257509
80,3565,1,1616817257509
71,7812,3,1616817257509
37,8783,4,1616817257509
31,6855,4,1616817257509
1,306,1,1616817257509
73,5081,4,1616817257509
92,7304,1,1616817257509
45,7159,3,1616817257509
1,7319,2,1616817257509
40,9341,5,1616817257509
77,986,3,1616817257509
14,9462,3,1616817257509
93,9976,5,1616817257509
91,2663,4,1616817257509
55,5542,2,1616817257509
14,2710,3,1616817257509
19,8563,5,1616817257509
83,2511,4,1616817257509
64,8583,3,1616817257509
29,271,2,1616817257509
1,699,4,1616817257509
12,7359,2,1616817257509
81,941,4,1616817257509
53,2040,2,1616817257509
37,9308,1,1616817257509
60,9343,3,1616817257509
19,323,1,1616817257509
72,6954,2,1616817257509
13,6628,3,1616817257509
81,8835,1,1616817257509
37,6243,3,1616817257509
64,9236,1,1616817257509
20,9120,5,1616817257509
72,7341,4,1616817257509
97,7633,2,1616817257509
22,5792,5,1616817257509
23,4832,5,1616817257509
27,7226,3,1616817257509
71,2986,3,1616817257509
77,8865,3,1616817257509
90,4470,4,1616817257509
60,3196,2,1616817257509
42,249,4,1616817257509
58,745,4,1616817257509
76,9059,1,1616817257509
27,9054,5,1616817257509
81,7096,1,1616817257509
9,7091,5,1616817257509
85,9745,2,1616817257509
77,8440,5,1616817257509
45,1569,4,1616817257509
17,4853,3,1616817257509
53,8830,1,1616817257509
98,8448,2,1616817257509
92,1460,1,1616817257509
11,5253,1,1616817257509
41,7256,1,1616817257509
77,8846,4,1616817257509
17,4779,1,1616817257509
4,5769,4,1616817257509
48,8249,1,1616817257509
11,5943,5,1616817257509
67,7960,3,1616817257509
69,7949,4,1616817257509
18,3622,1,1616817257509
44,5230,1,1616817257509
63,7678,2,1616817257509
36,5687,3,1616817257509
39,6873,3,1616817257509
92,7997,1,1616817257509
58,4262,5,1616817257509
83,2910,1,1616817257509
10,9615,5,1616817257509
40,3156,4,1616817257509
78,6449,1,1616817257509
24,2920,2,1616817257509
51,2719,5,1616817257509
60,6797,2,1616817257509
58,1008,2,1616817257509
38,3711,2,1616817257509
0,653,5,1616817257509
34,4255,3,1616817257509
33,2029,3,1616817257509
56,9423,5,1616817257509
92,7753,4,1616817257509
11,868,2,1616817257509
54,5928,2,1616817257509
15,7168,5,1616817257509
15,3682,3,1616817257509
97,1510,3,1616817257509
79,9353,1,1616817257509
14,8442,5,1616817257509
56,2245,5,1616817257509
35,6764,5,1616817257509
19,5943,1,1616817257509
35,7639,5,1616817257509
57,2631,1,1616817257509
95,6702,2,1616817257509
92,3737,5,1616817257509
43,5698,5,1616817257509
23,8467,4,1616817257509
31,8095,5,1616817257509
11,4206,1,1616817257509
25,8393,2,1616817257509
74,8872,5,1616817257509
61,4696,2,1616817257509
14,3895,2,1616817257509
56,1483,2,1616817257509
21,1971,5,1616817257509
67,3006,4,1616817257509
89,5944,1,1616817257509
9,2206,2,1616817257509
58,5567,3,1616817257509
40,1746,4,1616817257509
27,6078,2,1616817257509
27,6429,3,1616817257509
25,7580,4,1616817257509
63,6387,3,1616817257509
57,8452,2,1616817257509
49,4850,5,1616817257509
68,1283,5,1616817257509
35,6150,2,1616817257509
8,1689,4,1616817257509
78,4697,1,1616817257509
1,5804,5,1616817257509
76,983,3,1616817257509
49,1729,4,1616817257509
28,4577,4,1616817257509
60,7624,5,1616817257509
34,522,1,1616817257509
28,8837,5,1616817257509
32,1519,3,1616817257509
89,6416,4,1616817257509
34,6811,1,1616817257509
35,1668,3,1616817257509
19,7555,2,1616817257509
68,4934,2,1616817257509
41,3793,4,1616817257509
61,3871,4,1616817257509
15,7171,4,1616817257509
73,7724,3,1616817257509
93,692,1,1616817257509
77,9785,4,1616817257509
84,6743,2,1616817257509
21,7298,4,1616817257509
19,5656,3,1616817257509
93,4684,5,1616817257509
32,7678,1,1616817257509
1,4362,4,1616817257509
64,8582,5,1616817257509
98,6244,3,1616817257509
88,8891,4,1616817257509
24,9036,4,1616817257509
3,1323,2,1616817257509
99,7442,4,1616817257509
99,7623,3,1616817257509
41,7103,1,1616817257509
40,2695,2,1616817257509
56,9660,3,1616817257509
94,7264,2,1616817257509
44,2220,5,1616817257509
72,4584,2,1616817257509
18,5036,1,1616817257509
53,83,4,1616817257509
11,8064,5,1616817257509
68,1598,4,1616817257509
27,7118,1,1616817257509
31,8456,4,1616817257509
41,2486,4,1616817257509
74,4448,4,1616817257509
2,3037,1,1616817257509
72,2194,2,1616817257509
96,7760,5,1616817257509
10,4873,3,1616817257509
10,5,5,1616817257509
48,6872,2,1616817257509
49,4538,3,1616817257509
62,1563,3,1616817257509
51,524,1,1616817257509
57,1259,1,1616817257509
18,9789,4,1616817257509
15,3586,5,1616817257509
43,2575,3,1616817257509
84,2937,1,1616817257509
29,4422,1,1616817257509
48,1685,3,1616817257509
1,955,3,1616817257509
57,9753,4,1616817257509
9,742,4,1616817257509
69,8029,1,1616817257509
0,8056,4,1616817257509
44,9804,2,1616817257509
7,7241,2,1616817257509
37,6579,3,1616817257509
61,7131,3,1616817257509
61,3243,4,1616817257509
38,9748,1,1616817257509
28,2059,4,1616817257509
93,7303,5,1616817257509
67,9356,2,1616817257509
65,9290,4,1616817257509
19,9011,3,1616817257509
86,9488,5,1616817257509
23,8111,5,1616817257509
31,8703,1,1616817257509
50,1102,4,1616817257509
4,8787,4,1616817257509
35,5022,5,1616817257509
88,5393,3,1616817257509
60,3693,3,1616817257509
13,1367,4,1616817257509
43,2999,5,1616817257509
66,6134,4,1616817257509
75,8258,1,1616817257509
45,6796,2,1616817257509
67,524,5,1616817257509
33,320,3,1616817257509
23,7089,4,1616817257509
63,3734,5,1616817257509
49,4968,1,1616817257509
23,2379,3,1616817257509
65,7416,4,1616817257509
54,6895,1,1616817257509
32,1790,1,1616817257509
66,5454,2,1616817257509
83,9265,3,1616817257509
51,3019,3,1616817257509
0,53,3,1616817257509
19,372,3,1616817257509
72,5300,1,1616817257509
0,2785,4,1616817257509
96,7000,3,1616817257509
69,281,3,1616817257509
91,6053,2,1616817257509
14,7771,4,1616817257509
57,8977,1,1616817257509
78,1410,4,1616817257509
80,2621,2,1616817257509
64,9284,1,1616817257509
86,2790,5,1616817257509
2,7636,5,1616817257509
8,7354,1,1616817257509
64,7642,2,1616817257509
82,2225,5,1616817257509
42,6731,3,1616817257509
15,9927,3,1616817257509
4,6785,4,1616817257509
18,8698,1,1616817257509
45,5750,5,1616817257509
86,9491,2,1616817257509
93,7456,2,1616817257509
85,8490,1,1616817257509
97,2278,5,1616817257509
54,1809,1,1616817257509
31,6389,1,1616817257509
3,6167,4,1616817257509
92,9773,3,1616817257509
45,7486,1,1616817257509
81,6868,2,1616817257509
66,9547,5,1616817257509
79,8781,3,1616817257509
6,7708,4,1616817257509
41,1326,5,1616817257509
50,7056,3,1616817257509
6,2579,4,1616817257509
53,4297,5,1616817257509
54,5790,1,1616817257509
52,3747,2,1616817257509
27,7069,5,1616817257509
54,7369,1,1616817257509
63,6636,3,1616817257509
37,755,5,1616817257509
83,7192,5,1616817257509
84,9183,5,1616817257509
73,4458,4,1616817257509
33,649,2,1616817257509
51,5981,5,1616817257509
3,4959,2,1616817257509
48,1162,1,1616817257509
95,1171,1,1616817257509
5,9869,3,1616817257509
66,660,1,1616817257509
29,3902,2,1616817257509
93,8109,2,1616817257509
31,2424,3,1616817257509
14,3963,2,1616817257509
59,6908,5,1616817257509
74,9216,4,1616817257509
66,6059,1,1616817257509
10,8888,5,1616817257509
88,5912,2,1616817257509
41,8483,3,1616817257509
21,5572,3,1616817257509
33,3203,2,1616817257509
9,2548,4,1616817257509
78,7512,1,1616817257509
17,7203,5,1616817257509
40,2713,5,1616817257509
79,4745,3,1616817257509
85,9144,2,1616817257509
97,4434,3,1616817257509
52,1670,4,1616817257509
55,9225,5,1616817257509
13,9748,1,1616817257509
73,6352,1,1616817257509
51,1097,4,1616817257509
12,8774,5,1616817257509
22,9877,5,1616817257509
36,296,4,1616817257509
20,9018,3,1616817257509
40,5430,5,1616817257509
15,7746,3,1616817257509
85,8688,4,1616817257509
14,8957,2,1616817257509
61,2982,3,1616817257509
22,1725,2,1616817257509
26,477,3,1616817257509
42,7244,4,1616817257509
89,6787,1,1616817257509
59,6031,5,1616817257509
17,1005,1,1616817257509
69,260,2,1616817257509
44,2004,5,1616817257509
50,4834,2,1616817257509
4,1429,5,1616817257509
92,100,1,1616817257509
36,5059,3,1616817257509
86,95,5,1616817257509
48,8860,2,1616817257509
64,4587,5,1616817257509
73,8287,3,1616817257509
75,2095,4,1616817257509
5,742,1,1616817257509
76,6436,4,1616817257509
14,7483,4,1616817257509
13,8534,5,1616817257509
78,6572,1,1616817257509
18,8454,2,1616817257509
55,4880,1,1616817257509
70,3396,3,1616817257509
71,8665,5,1616817257509
53,9035,5,1616817257509
30,4140,4,1616817257509
37,8128,4,1616817257509
42,6886,1,1616817257509
18,455,3,1616817257509
52,6253,4,1616817257509
81,663,3,1616817257509
22,6757,5,1616817257509
4,5756,3,1616817257509
48,1400,5,1616817257509
81,5304,2,1616817257509
17,4361,4,1616817257509
31,466,5,1616817257509
24,7221,3,1616817257509
20,2308,2,1616817257509
44,341,3,1616817257509
37,2987,2,1616817257509
78,846,4,1616817257509
51,3469,3,1616817257509
72,2899,2,1616817257509
91,3360,5,1616817257509
43,4771,1,1616817257509
94,1639,4,1616817257509
47,944,5,1616817257509
46,5055,4,1616817257509
25,7213,4,1616817257509
67,3798,1,1616817257509
64,9554,4,1616817257509
90,3451,4,1616817257509
32,4228,3,1616817257509
67,6050,1,1616817257509
58,3021,4,1616817257509
69,6482,2,1616817257509
28,6368,4,1616817257509
42,7811,5,1616817257509
55,3906,5,1616817257509
97,2067,5,1616817257509
50,5722,1,1616817257509
50,6642,4,1616817257509
61,9378,1,1616817257509
85,3048,2,1616817257509
30,6529,4,1616817257509
16,1319,3,1616817257509
85,3409,2,1616817257509
32,717,5,1616817257509
45,39,5,1616817257509
1,1087,2,1616817257509
42,3626,4,1616817257509
1,7138,4,1616817257509
97,1185,5,1616817257509
43,4858,4,1616817257509
28,8007,4,1616817257509
33,7728,5,1616817257509
79,7646,1,1616817257509
21,8557,5,1616817257509
94,5872,5,1616817257509
99,6239,4,1616817257509
23,5727,2,1616817257509
80,10,5,1616817257509
51,173,2,1616817257509
60,1852,1,1616817257509
54,9807,1,1616817257509
42,7667,5,1616817257509
92,3121,5,1616817257509
46,4120,3,1616817257509
60,4036,3,1616817257509
87,4526,4,1616817257509
72,2893,4,1616817257509
36,4332,5,1616817257509
80,7193,3,1616817257509
39,5640,1,1616817257509
2,333,2,1616817257509
64,1802,2,1616817257509
31,259,2,1616817257509
3,4627,2,1616817257509
8,4212,3,1616817257509
92,3625,1,1616817257509
96,9481,5,1616817257509
81,742,3,1616817257509
55,8568,1,1616817257509
85,1880,4,1616817257509
18,6851,5,1616817257509
60,1927,5,1616817257509
92,7009,2,1616817257509
61,4846,5,1616817257509
92,3709,1,1616817257509
9,149,2,1616817257509
47,2139,3,1616817257509
44,2814,3,1616817257509
3,9838,1,1616817257509
12,4469,4,1616817257509
82,9227,2,1616817257509
84,337,1,1616817257509
35,5185,5,1616817257509
9,4596,4,1616817257509
20,3544,3,1616817257509
5,3423,3,1616817257509
84,4861,2,1616817257509
53,5475,3,1616817257509
16,2506,1,1616817257509
47,5561,4,1616817257509
83,238,5,1616817257509
23,23,4,1616817257509
28,4404,2,1616817257509
57,7850,5,1616817257509
41,7068,3,1616817257509
80,8067,1,1616817257509
36,167,1,1616817257509
74,9298,3,1616817257509
93,7237,1,1616817257509
56,5918,3,1616817257509
72,2474,3,1616817257509
96,4022,5,1616817257509
59,7798,4,1616817257509
74,4622,2,1616817257509
73,5455,3,1616817257509
59,359,3,1616817257509
50,1403,1,1616817257509
83,1870,5,1616817257509
54,9794,4,1616817257509
7,2698,4,1616817257509
59,4494,3,1616817257509
25,5625,1,1616817257509
66,3581,5,1616817257509
9,8509,4,1616817257509
84,6028,1,1616817257509
40,4769,3,1616817257509
39,688,4,1616817257509
6,7072,4,1616817257509
13,7028,4,1616817257509
60,2790,4,1616817257509
4,2674,5,1616817257509
53,2082,1,1616817257509
80,2891,3,1616817257509
79,7213,2,1616817257509
77,735,1,1616817257509
31,6943,1,1616817257509
9,6709,1,1616817257509
29,9283,5,1616817257509
